PPG,HR,SPO2
33,99,97
31,99,97
30,99,97
28,99,97
26,99,97
23,99,97
21,99,97
18,99,97
16,99,97
14,99,97
11,99,97
10,99,97
8,99,97
7,99,97
5,99,97
4,99,97
3,99,97
3,99,97
3,99,97
3,99,97
1,99,97
3,99,97
8,99,97
16,99,97
26,99,97
37,99,97
46,99,97
54,99,97
58,99,97
60,99,97
59,99,97
57,99,97
55,99,97
52,99,97
49,99,97
46,99,97
44,99,97
42,99,97
41,99,97
40,99,97
40,99,97
40,99,97
40,99,97
39,99,97
37,99,97
35,99,97
33,99,97
31,99,97
29,99,97
27,99,97
24,99,97
22,99,97
21,99,97
19,99,97
18,99,97
16,99,97
16,99,97
19,99,97
24,99,97
32,99,97
40,99,97
51,99,97
60,99,97
67,99,97
71,99,97
72,99,97
71,99,97
68,99,97
65,99,97
61,99,97
57,99,97
54,99,97
50,99,97
48,99,97
46,99,97
45,99,97
44,99,97
43,99,97
43,99,97
43,99,97
41,99,97
39,99,97
37,99,97
34,99,97
32,99,97
29,99,97
26,99,97
24,99,97
22,99,97
22,99,97
17,99,97
17,99,97
17,99,97
26,99,97
35,99,97
35,99,97
53,99,97
62,99,97
62,99,97
69,99,97
69,99,97
69,99,97
65,99,97
62,99,97
59,99,97
56,99,97
52,99,97
50,99,97
47,99,97
46,99,97
45,99,97
44,99,97
43,99,97
42,99,97
40,99,97
39,99,97
37,99,97
35,99,97
33,99,97
31,99,97
28,99,97
26,99,97
23,99,97
21,99,97
19,99,97
20,99,97
24,99,97
32,99,97
40,99,97
50,99,97
60,99,97
67,99,97
71,99,97
72,99,97
70,99,97
68,99,97
65,99,97
62,99,97
58,99,97
58,98,97
55,98,97
52,98,97
49,98,97
46,98,97
44,98,97
43,98,97
41,98,97
40,98,97
38,98,97
35,98,97
32,98,97
29,98,97
27,98,97
24,98,97
21,98,97
18,98,97
16,98,97
14,98,97
12,98,97
10,98,97
9,98,97
8,98,97
10,98,97
15,98,97
23,98,97
33,98,97
43,98,97
52,98,97
59,98,97
62,98,97
63,98,97
61,98,97
58,98,97
55,98,97
53,98,97
50,98,97
47,98,97
44,98,97
41,98,97
40,98,97
38,98,97
36,98,97
34,98,97
33,98,97
31,98,97
28,98,97
26,98,97
24,98,97
21,98,97
19,98,97
16,98,97
14,98,97
11,98,97
9,98,97
6,98,97
4,98,97
3,98,97
1,98,97
19,98,97
19,98,97
19,98,97
19,98,97
19,98,97
14,98,97
25,98,97
35,98,97
45,98,97
52,98,97
56,98,97
57,98,97
55,98,97
52,98,97
49,98,97
46,98,97
44,98,97
41,98,97
40,98,97
38,98,97
37,98,97
36,98,97
35,98,97
34,98,97
33,98,97
32,98,97
30,98,97
28,98,97
25,98,97
23,98,97
21,98,97
18,98,97
16,98,97
14,98,97
13,98,97
12,98,97
10,98,97
9,98,97
8,98,97
7,98,97
6,98,97
6,98,97
10,98,97
15,98,97
24,98,97
35,98,97
45,98,97
55,98,97
62,98,97
65,98,97
65,98,97
64,98,97
62,98,97
62,98,97
56,98,97
53,98,97
53,98,97
48,98,97
46,98,97
46,98,97
44,98,97
43,98,97
43,98,97
43,99,98
43,99,98
40,99,98
39,99,98
37,99,98
35,99,98
33,99,98
31,99,98
29,99,98
26,99,98
24,99,98
21,99,98
19,99,98
17,99,98
15,99,98
15,99,98
18,99,98
23,99,98
31,99,98
39,99,98
46,99,98
52,99,98
55,99,98
56,99,98
55,99,98
52,99,98
49,99,98
45,99,98
42,99,98
39,99,98
37,99,98
35,99,98
33,99,98
33,99,98
32,99,98
32,99,98
32,99,98
31,99,98
31,99,98
30,99,98
29,99,98
28,99,98
27,99,98
26,99,98
25,99,98
23,99,98
21,99,98
20,99,98
18,99,98
19,99,98
22,99,98
29,99,98
37,99,98
46,99,98
55,99,98
63,99,98
67,99,98
68,99,98
67,99,98
64,99,98
60,99,98
60,99,98
56,99,98
53,99,98
50,99,98
47,99,98
44,99,98
42,99,98
41,99,98
40,99,98
40,99,98
39,99,98
38,99,98
37,99,98
35,99,98
33,99,98
32,99,98
30,99,98
28,99,98
26,99,98
24,99,98
23,99,98
21,99,98
20,99,98
21,99,98
25,99,98
32,99,98
41,99,98
52,99,98
62,99,98
70,99,98
75,99,98
76,99,98
75,99,98
72,99,98
70,99,98
66,99,98
63,99,98
60,99,98
57,99,98
54,99,98
52,99,98
50,99,98
49,99,98
48,99,98
46,99,98
45,99,98
43,99,98
40,99,98
38,99,98
35,99,98
32,99,98
30,99,98
27,99,98
25,99,98
23,99,98
20,99,98
18,99,98
16,99,98
14,99,98
13,99,98
14,99,98
14,99,98
14,99,98
14,99,98
37,99,98
47,99,98
57,99,98
65,99,98
69,99,98
71,99,98
69,99,98
67,99,98
64,99,98
61,99,98
57,99,98
54,99,98
54,99,98
49,99,98
47,99,98
47,99,98
45,99,98
43,99,98
43,99,98
41,99,98
40,99,98
40,99,98
35,99,98
32,99,98
29,99,98
26,99,98
24,99,98
21,99,98
19,99,98
17,99,98
15,99,98
13,99,98
11,99,98
10,99,98
10,99,98
12,99,98
18,99,98
26,99,98
36,99,98
46,99,98
56,99,98
63,99,98
67,99,98
68,99,98
66,99,98
63,99,98
60,99,98
57,99,98
54,99,98
51,99,98
49,99,98
46,99,98
44,99,98
42,99,98
40,99,98
39,99,98
37,99,98
34,99,98
34,100,98
34,100,98
29,100,98
26,100,98
24,100,98
21,100,98
19,100,98
17,100,98
15,100,98
13,100,98
11,100,98
10,100,98
8,100,98
7,100,98
5,100,98
4,100,98
4,100,98
7,100,98
12,100,98
21,100,98
32,100,98
43,100,98
54,100,98
63,100,98
68,100,98
69,100,98
68,100,98
66,100,98
63,100,98
59,100,98
55,100,98
52,100,98
49,100,98
48,100,98
47,100,98
46,100,98
46,100,98
46,100,98
46,100,98
45,100,98
43,100,98
41,100,98
40,100,98
38,100,98
36,100,98
33,100,98
31,100,98
29,100,98
27,100,98
25,100,98
23,100,98
22,100,98
21,100,98
23,100,98
27,100,98
34,100,98
43,100,98
54,100,98
65,100,98
74,100,98
79,100,98
79,99,98
81,99,98
80,99,98
77,99,98
73,99,98
68,99,98
64,99,98
59,99,98
56,99,98
53,99,98
51,99,98
50,99,98
49,99,98
48,99,98
47,99,98
46,99,98
44,99,98
43,99,98
40,99,98
38,99,98
36,99,98
33,99,98
31,99,98
28,99,98
26,99,98
24,99,98
22,99,98
21,99,98
23,99,98
29,99,98
37,99,98
46,99,98
57,99,98
67,99,98
75,99,98
80,99,98
81,99,98
79,99,98
76,99,98
72,99,98
68,99,98
63,99,98
59,99,98
56,99,98
54,99,98
52,99,98
50,99,98
49,99,98
49,99,98
47,99,98
46,99,98
44,99,98
44,99,98
40,99,98
37,99,98
37,99,98
31,99,98
28,99,98
28,99,98
23,99,98
20,99,98
20,99,98
20,99,98
20,99,98
26,99,98
34,99,98
43,99,98
55,99,98
65,99,98
74,99,98
79,99,98
81,99,98
80,99,98
77,99,98
74,99,98
70,99,98
66,99,98
62,99,98
58,99,98
55,99,98
52,99,98
50,99,98
48,99,98
47,99,98
46,99,98
44,99,98
42,99,98
40,99,98
39,99,98
36,99,98
34,99,98
32,99,98
30,99,98
28,99,98
25,99,98
23,99,98
21,99,98
19,99,98
19,99,98
21,99,98
27,99,98
37,99,98
47,99,98
59,99,98
70,99,98
78,99,98
83,99,98
84,99,98
82,99,98
80,99,98
76,99,98
72,99,98
69,99,98
65,99,98
61,99,98
58,99,98
55,99,98
53,99,98
51,99,98
49,99,98
47,99,98
44,99,98
44,98,98
44,98,98
39,98,98
37,98,98
34,98,98
31,98,98
28,98,98
24,98,98
21,98,98
18,98,98
16,98,98
14,98,98
12,98,98
10,98,98
9,98,98
7,98,98
5,98,98
5,98,98
7,98,98
12,98,98
21,98,98
33,98,98
45,98,98
58,98,98
67,98,98
72,98,98
74,98,98
73,98,98
70,98,98
66,98,98
63,98,98
59,98,98
56,98,98
53,98,98
50,98,98
48,98,98
46,98,98
44,98,98
43,98,98
41,98,98
39,98,98
36,98,98
33,98,98
30,98,98
27,98,98
24,98,98
21,98,98
18,98,98
16,98,98
13,98,98
11,98,98
9,98,98
7,98,98
5,98,98
3,98,98
2,98,98
1,98,98
8,98,98
8,98,98
8,98,98
3,98,98
3,100,98
10,100,98
20,100,98
32,100,98
43,100,98
54,100,98
61,100,98
65,100,98
65,100,98
64,100,98
61,100,98
58,100,98
54,100,98
51,100,98
48,100,98
46,100,98
46,100,98
42,100,98
41,100,98
41,100,98
40,100,98
38,100,98
38,100,98
34,100,98
31,100,98
31,100,98
24,100,98
22,100,98
19,100,98
16,100,98
15,100,98
13,100,98
11,100,98
9,100,98
8,100,98
6,100,98
5,100,98
4,100,98
4,100,98
6,100,98
11,100,98
20,100,98
31,100,98
43,100,98
55,100,98
64,100,98
69,100,98
71,100,98
70,100,98
67,100,98
63,100,98
59,100,98
55,100,98
50,100,98
47,100,98
44,100,98
42,100,98
41,100,98
41,100,98
40,100,98
40,100,98
40,100,98
40,100,98
40,100,98
35,100,98
32,100,98
29,100,98
27,100,98
24,100,98
22,100,98
19,100,98
17,100,98
15,100,98
13,100,98
11,100,98
10,100,98
12,100,98
17,100,98
26,100,98
36,100,98
47,100,98
58,100,98
66,100,98
71,100,98
73,100,98
71,100,98
68,100,98
65,100,98
60,100,98
56,100,98
52,100,98
48,100,98
46,100,98
44,100,98
43,100,98
42,100,98
42,100,98
41,100,98
40,100,98
40,100,98
38,100,98
36,100,98
34,100,98
31,100,98
29,100,98
27,100,98
24,100,98
21,100,98
19,100,98
17,100,98
19,100,98
23,100,98
31,100,98
41,100,98
52,100,98
64,100,98
73,100,98
78,100,98
80,100,98
79,100,98
76,100,98
72,100,98
72,100,98
72,100,98
64,100,98
60,100,98
56,100,98
53,100,98
50,100,98
48,100,98
46,100,98
45,100,98
43,100,98
42,100,98
40,100,98
38,100,98
36,100,98
33,100,98
30,100,98
27,100,98
25,100,98
22,100,98
20,100,98
17,100,98
15,100,98
15,100,98
17,100,98
24,100,98
33,100,98
44,100,98
56,100,98
68,100,98
76,100,98
80,100,98
81,100,98
80,100,98
77,100,98
73,100,98
69,100,98
66,100,98
62,100,98
59,100,98
55,100,98
53,100,98
51,100,98
49,100,98
47,100,98
45,100,98
43,100,98
40,100,98
38,100,98
34,100,98
31,100,98
28,100,98
26,100,98
26,100,98
20,100,98
18,100,98
18,100,98
14,100,98
11,100,98
11,100,98
8,100,98
8,100,98
9,100,98
9,100,98
21,100,98
32,100,98
43,100,98
55,100,98
65,100,98
72,100,98
74,100,98
74,100,98
72,100,98
70,100,98
66,100,98
63,100,98
59,100,98
56,100,98
53,100,98
50,100,98
47,100,98
45,100,98
43,100,98
41,100,98
39,100,98
37,100,98
34,100,98
31,100,98
28,100,98
25,100,98
22,100,98
19,100,98
16,100,98
14,100,98
11,100,98
9,100,98
8,100,98
6,100,98
4,100,98
3,100,98
1,100,98
14,100,98
14,100,98
14,100,98
5,100,98
13,100,98
24,100,98
36,100,98
48,100,98
58,100,98
64,100,98
67,100,98
67,100,98
65,100,98
62,100,98
59,100,98
56,100,98
53,100,98
51,100,98
48,100,98
45,100,98
43,100,98
43,100,98
43,100,98
43,100,98
40,100,98
38,100,98
37,100,98
35,100,98
32,100,98
30,100,98
27,100,98
24,100,98
22,100,98
20,100,98
9,100,98
8,100,98
7,100,98
6,100,98
5,100,98
6,100,98
9,100,98
16,100,98
26,100,98
38,100,98
50,100,98
62,100,98
71,100,98
76,100,98
78,100,98
77,100,98
74,100,98
70,100,98
66,100,98
62,100,98
59,100,98
56,100,98
54,100,98
53,100,98
52,100,98
52,100,98
51,100,98
50,100,98
48,100,98
46,100,98
43,100,98
41,100,98
39,100,98
36,100,98
33,100,98
31,100,98
29,100,98
26,100,98
24,100,98
22,100,98
20,100,98
18,100,98
18,100,98
18,100,98
22,100,98
28,100,98
38,100,98
49,100,98
60,100,98
70,100,98
77,100,98
80,100,98
80,100,98
77,100,98
74,100,98
69,100,98
64,100,98
60,100,98
56,100,98
53,100,98
53,100,98
49,100,98
48,100,98
48,100,98
46,100,98
45,100,98
45,100,98
42,100,98
40,100,98
40,100,98
36,100,98
33,100,98
33,100,98
28,100,98
25,100,98
22,100,98
20,100,98
19,100,98
20,100,98
25,100,98
32,100,98
42,100,98
53,100,98
65,100,98
74,100,98
79,100,98
82,100,98
82,100,98
80,100,98
77,100,98
73,100,98
70,100,98
66,100,98
62,100,98
59,100,98
56,100,98
54,100,98
52,100,98
51,100,98
50,100,98
48,100,98
47,100,98
45,100,98
42,100,98
42,100,98
42,100,98
42,100,98
35,100,98
33,100,98
30,100,98
27,100,98
25,100,98
24,100,98
26,100,98
31,100,98
38,100,98
47,100,98
57,100,98
68,100,98
76,100,98
82,100,98
85,100,98
86,100,98
84,100,98
82,100,98
78,100,98
74,100,98
70,100,98
66,100,98
62,100,98
59,100,98
57,100,98
55,100,98
54,100,98
53,100,98
53,100,98
52,100,98
50,100,98
48,100,98
46,100,98
44,100,98
41,100,98
39,100,98
36,100,98
33,100,98
31,100,98
32,100,98
35,100,98
41,100,98
50,100,98
60,100,98
71,100,98
79,100,98
85,100,98
88,100,98
89,100,98
87,100,98
84,100,98
81,100,98
77,100,98
72,100,98
68,100,98
64,100,98
60,100,98
57,100,98
57,101,98
57,101,98
52,101,98
51,101,98
49,101,98
48,101,98
46,101,98
44,101,98
42,101,98
40,101,98
37,101,98
34,101,98
31,101,98
28,101,98
26,101,98
24,101,98
24,101,98
25,101,98
31,101,98
39,101,98
49,101,98
60,101,98
71,101,98
81,101,98
87,101,98
90,101,98
90,101,98
88,101,98
85,101,98
82,101,98
78,101,98
73,101,98
69,101,98
65,101,98
61,101,98
58,101,98
55,101,98
53,101,98
51,101,98
49,101,98
47,101,98
44,101,98
41,101,98
38,101,98
35,101,98
31,101,98
28,101,98
25,101,98
22,101,98
19,101,98
16,101,98
14,101,98
11,101,98
9,101,98
9,101,98
5,101,98
3,101,98
3,101,98
15,101,98
15,101,98
15,101,98
15,102,98
15,102,98
15,102,98
15,102,98
15,102,98
15,102,98
15,102,98
15,102,98
1,102,98
10,102,98
23,102,98
37,102,98
50,102,98
62,102,98
70,102,98
74,102,98
74,102,98
73,102,98
70,102,98
66,102,98
63,102,98
59,102,98
55,102,98
52,102,98
49,102,98
46,102,98
45,102,98
44,102,98
42,102,98
41,102,98
40,102,98
38,102,98
36,102,98
33,102,98
30,102,98
27,102,98
24,102,98
21,102,98
17,102,98
14,102,98
12,102,98
9,102,98
7,102,98
5,102,98
3,102,98
2,102,98
13,102,98
13,102,98
13,102,98
13,102,98
13,102,98
13,102,98
13,102,98
13,102,98
13,102,98
13,102,98
13,102,98
13,102,98
5,102,98
16,102,98
28,102,98
28,102,98
28,102,98
28,102,98
56,102,98
58,102,98
58,102,98
56,102,98
53,102,98
50,102,98
46,102,98
43,102,98
40,102,98
39,102,98
37,102,98
36,102,98
35,102,98
34,102,98
33,102,98
31,102,98
29,102,98
26,102,98
23,102,98
20,102,98
16,102,98
13,102,98
10,102,98
7,102,98
5,102,98
2,102,98
17,102,98
17,102,98
17,102,98
17,102,98
17,102,98
17,102,98
17,102,98
17,102,98
17,102,98
17,102,98
17,102,98
17,102,98
17,102,98
17,102,98
17,102,98
17,102,98
5,102,98
17,102,98
29,102,98
40,102,98
47,102,98
51,102,98
52,102,98
51,102,98
48,102,98
45,102,98
41,102,98
39,102,98
35,102,98
33,102,98
31,102,98
29,102,98
29,102,98
29,102,98
27,102,98
26,102,98
26,102,98
25,102,98
24,102,98
22,102,98
21,102,98
19,102,98
17,102,98
15,102,98
12,102,98
11,102,98
9,102,98
7,102,98
6,102,98
5,102,98
5,102,98
3,102,98
2,102,98
2,102,98
1,102,98
6,102,98
6,102,98
6,102,98
1,102,98
1,102,98
12,102,98
21,102,98
21,102,98
43,102,98
53,102,98
60,102,98
64,102,98
65,102,98
63,102,98
59,102,98
55,102,98
51,102,98
46,102,98
42,102,98
40,102,98
38,102,98
36,102,98
36,102,98
36,102,98
36,102,98
36,102,98
36,102,98
35,102,98
33,102,98
31,102,98
29,102,98
26,102,98
24,102,98
22,102,98
20,102,98
18,102,98
16,102,98
15,102,98
15,102,97
13,102,97
12,102,97
11,102,97
10,102,97
13,102,97
18,102,97
26,102,97
36,102,97
46,102,97
57,102,97
66,102,97
71,102,97
73,102,97
72,102,97
69,102,97
65,102,97
61,102,97
56,102,97
52,102,97
49,102,97
46,102,97
43,102,97
42,102,97
41,102,97
41,102,97
40,102,97
40,102,97
39,102,97
38,102,97
36,102,97
34,102,97
32,102,97
30,102,97
28,102,97
25,102,97
23,102,97
21,102,97
19,102,97
18,102,97
19,102,97
23,102,97
31,102,97
40,102,97
52,102,97
63,102,97
72,102,97
79,102,97
81,102,97
80,102,97
78,102,97
74,102,97
70,102,97
65,102,97
60,102,97
56,102,97
53,102,97
51,102,97
49,102,97
48,102,97
47,102,97
47,102,98
47,102,98
47,102,98
43,102,98
40,102,98
38,102,98
35,102,98
31,102,98
27,102,98
23,102,98
20,102,98
17,102,98
15,102,98
13,102,98
12,102,98
13,102,98
16,102,98
22,102,98
32,102,98
42,102,98
54,102,98
65,102,98
74,102,98
78,102,98
79,102,98
78,102,98
76,102,98
72,102,98
68,102,98
63,102,98
59,102,98
55,102,98
52,102,98
49,102,98
47,102,98
46,102,98
44,102,98
43,102,98
41,102,98
40,102,98
38,102,98
35,102,98
32,102,98
30,102,98
27,102,98
24,102,98
21,102,98
18,102,98
15,102,98
13,102,98
12,102,98
11,102,98
10,102,98
9,102,98
8,102,98
8,102,98
13,102,98
20,102,98
20,102,98
41,102,98
54,102,98
54,102,98
54,102,98
72,102,98
76,102,98
76,102,98
75,102,98
72,102,98
72,102,98
64,102,98
61,102,98
57,102,98
54,102,98
52,102,98
50,102,98
48,102,98
47,102,98
45,102,98
44,102,98
42,102,98
40,102,98
37,102,98
34,102,98
31,102,98
27,102,98
24,102,98
21,102,98
18,102,98
15,102,98
13,102,98
11,102,98
9,102,98
7,102,98
6,102,98
5,102,98
4,102,98
4,102,98
7,102,98
13,102,98
23,102,98
34,102,98
46,102,98
58,102,98
68,102,98
74,102,98
75,102,98
74,102,98
71,102,98
68,102,98
63,102,98
59,102,98
55,102,98
52,102,98
49,102,98
47,102,98
46,102,98
44,102,98
43,102,98
42,102,98
40,102,98
39,102,98
36,102,98
36,102,98
34,102,98
31,102,98
29,102,98
26,102,98
23,102,98
21,102,98
18,102,98
16,102,98
14,102,98
12,102,98
10,102,98
9,102,98
8,102,98
8,102,98
7,102,98
8,102,98
11,102,98
18,102,98
